"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Jobs","","","HUDText","Reserve","PSG_10005070","","","","","","","Réserve","Riserva","Ersatz","Reserva","Reserva","Reserve","Tartalékpilóta","Rezerwa","Резерв"
"Jobs","","","HUDText","Driver","PSG_10003547","","","","","","","Pilote","Pilota","Fahrer","Piloto","Piloto","Coureur","Versenyző","Kierowca","Пилот"
"Jobs","","","HUDText","Staff","PSG_10003548","","","","","","","Personnel","Staff","Mitarbeiter","Personal","Funcionários","Personeel","Stáb","Personel","Персонал"
"Jobs","","","HUDText","Engineer","PSG_10003549","","","","","","","<gender^Subject=F>
Ingénieure
</gender>
<gender^Subject=M>
Ingénieur
</gender>
","Ingegnere","<gender^Subject=F>
Ingenieurin
</gender>
<gender^Subject=M>
Ingenieur
</gender>
","<gender^Subject=F>
Ingeniera
</gender>
<gender^Subject=M>
Ingeniero
</gender>
","<gender^Subject=F>
Engenheira
</gender>
<gender^Subject=M>
Engenheiro
</gender>
","Technicus","Mérnök","Inżynier","Инженер"
"Jobs","","","HUDText","Chief Engineer","PSG_10003550","","","","","","","<gender^Subject=F>
Ingénieure en chef
</gender>
<gender^Subject=M>
Ingénieur en chef
</gender>
","Ingegnere capo","<gender^Subject=F>
Chefingenieurin
</gender>
<gender^Subject=M>
Chefingenieur
</gender>
","<gender^Subject=F>
Ingeniera jefe
</gender>
<gender^Subject=M>
Ingeniero jefe
</gender>
","<gender^Subject=F>
Engenheira chefe
</gender>
<gender^Subject=M>
Engenheiro chefe
</gender>
","Hoofdtechnicus","Főmérnök","Główny inżynier","Главный инженер"
"Jobs","","","HUDText","Team Assistant","PSG_10003551","","","","","","","Directeur général adjoint","Assistente","<gender^Subject=F>
Teamassistentin
</gender>
<gender^Subject=M>
Teamassistent
</gender>
","Asistente del equipo","Assistente de equipe","Teamassistent","Csapatasszisztens","<gender^Subject=F>
Asystentka zespołu
</gender>
<gender^Subject=M>
Asystent zespołu
</gender>
","Помощник директора"
"Jobs","","","HUDText","Team Principal","PSG_10003552","","","","","","","<gender^Subject=F>
Directrice générale
</gender>
<gender^Subject=M>
Directeur général
</gender>
","Capo squadra","<gender^Subject=F>
Teamchefin
</gender>
<gender^Subject=M>
Teamchef
</gender>
","<gender^Subject=F>
Directora del equipo
</gender>
<gender^Subject=M>
Director del equipo
</gender>
","Líder de equipe","Teamhoofd","Csapatigazgató","<gender^Subject=F>
Szefowa zespołu
</gender>
<gender^Subject=M>
Szef zespołu
</gender>
","Директор команды"
"Jobs","","","HUDText","Scout","PSG_10003553","","","","","","","Responsable recrutement","Cerca talenti","Scout","<gender^Subject=F>
Ojeadora
</gender>
<gender^Subject=M>
Ojeador
</gender>
","<gender^Subject=F>
Olheira
</gender>
<gender^Subject=M>
Olheiro
</gender>
","Scout","Megfigyelő","Łowca talentów","Скаут"
"Jobs","","","HUDText","Race Mechanic","PSG_10003554","","","","","","","Mécanicien de course","Meccanico di gara","<gender^Subject=F>
Rennmechanikerin
</gender>
<gender^Subject=M>
Rennmechaniker
</gender>
","Mecánico de carrera","<gender^Subject=F>
Mecânica de corrida
</gender>
<gender^Subject=M>
Mecânico de corrida
</gender>","Racemonteur","Versenyszerelő","Mechanik wyścigowy","Гоночный механик"
"Jobs","","","HUDText","Chairman","PSG_10003555","","","","","","","<gender^Chairman=F>
Présidente
</gender>
<gender^Chairman=M>
Président
</gender>
","Presidente","<gender^Chairman=F>
Vorsitzende 
</gender>
<gender^Chairman=M>
Vorsitzender
</gender>","<gender^Chairman=F>
Presidenta
</gender>
<gender^Chairman=M>
Presidente
</gender>
","Presidente","Voorzitter","Elnök","Prezes","Председатель"
"Jobs","","","HUDText","Private Investigator","PSG_10003556","","","","","","","<gender^Subject=F>
Détective privée
</gender>
<gender^Subject=M>
Détective privé
</gender>
","<gender^Subject=F>
Investigatrice privata
</gender>
<gender^Subject=M>
Investigatore privato
</gender>","<gender^Subject=F>
Detektivin
</gender>
<gender^Subject=M>
Detektiv
</gender>
","<gender^Subject=F>
Investigadora privada
</gender>
<gender^Subject=M>
Investigador privado
</gender>
","Detetive particular","Privédetective","Magánnyomozó","Prywatny detektyw","Частный детектив"
"Jobs","","","HUDText","Photographer","PSG_10003557","","","","","","","Photographe","<gender^Subject=F>
Fotografa
</gender>
<gender^Subject=M>
Fotografo
</gender>","<gender^Subject=F>
Fotografin
</gender>
<gender^Subject=M>
Fotograf
</gender>
","<gender^Subject=F>
Fotógrafa
</gender>
<gender^Subject=M>
Fotógrafo
</gender>
","<gender^Subject=F>
Fotógrafa
</gender>
<gender^Subject=M>
Fotógrafo
</gender>
","Fotograaf","Fényképész","Fotograf","Фотограф"
"Jobs","","","HUDText","Bookkeeper","PSG_10003558","","","","","","","Comptable","Contabile","<gender^Subject=F>
Buchhalterin
</gender>
<gender^Subject=M>
Buchhalter
</gender>
","Contable","<gender^Subject=F>
Contadora
</gender>
<gender^Subject=M>
Contador
</gender>
","Boekhouder","Könyvelő","<gender^Subject=F>
Księgowa
</gender>
<gender^Subject=M>
Księgowy
</gender>
","Бухгалтер"
"Jobs","","","HUDText","Barrister","PSG_10003559","","","","","","","<gender^Subject=F>
Avocate
</gender>
<gender^Subject=M>
Avocat
</gender>
","Avvocato","<gender^Subject=F>
Anwältin
</gender>
<gender^Subject=M>
Anwalt
</gender>
","<gender^Subject=F>
Abogada
</gender>
<gender^Subject=M>
Abogado
</gender>
","<gender^Subject=F>
Advogada
</gender>
<gender^Subject=M>
Advogado
</gender>
","Jurist","Ügyvéd","<gender^Subject=F>
Adwokatka
</gender>
<gender^Subject=M>
Adwokat
</gender>
","Адвокат"
"Jobs","","","HUDText","Actor","PSG_10003560","","","","","","","<gender^Subject=F>
Actrice
</gender>
<gender^Subject=M>
Acteur
</gender>
","<gender^Subject=F>
Attrice
</gender>
<gender^Subject=M>
Attore
</gender>","<gender^Subject=F>
Schauspielerin
</gender>
<gender^Subject=M>
Schauspieler
</gender>
","<gender^Subject=F>
Actriz
</gender>
<gender^Subject=M>
Actor
</gender>
","<gender^Subject=F>
Atriz
</gender>
<gender^Subject=M>
Ator
</gender>
","Acteur","<gender^Subject=F>
Színésznő
</gender>
<gender^Subject=M>
Színész
</gender>
","<gender^Subject=F>
Aktorka
</gender>
<gender^Subject=M>
Aktor
</gender>
","Актер"
"Jobs","","","HUDText","Sponsor Liaison","PSG_10003561","","","","","","","Liaison","Contatto sponsor","<gender^Subject=F>
Sponsorenvertreterin
</gender>
<gender^Subject=M>
Sponsorenvertreter
</gender>
","Representante de patrocinador","Representante do patrocinador","Contactpersoon sponsor","Szponzori kapcsolattartó","Koordynator sponsorski","Представитель спонсора"
"Jobs","","","HUDText","Journalist","PSG_10003562","","","","","","","Journaliste","Giornalista","<gender^Subject=F>
Journalistin
</gender>
<gender^Subject=M>
Journalist
</gender>
","Periodista","Jornalista","Journalist","Újságíró","<gender^Subject=F>
Dziennikarka
</gender>
<gender^Subject=M>
Dziennikarz
</gender>
","Журналист"
"Jobs","","","HUDText","Unemployed","PSG_10003563","","","","","","","Sans emploi","Senza impiego","Arbeitslos","Sin empleo
","Sem emprego
","Werkloos","Munkanélküli","Bezrobotny","Нет работы"
"Weather","","","HUDText","None","PSG_10006628","","","","","","","Aucun","Nessuna","Keine","Nada","Nenhum","Geen","Semmi","Brak","Ничего"
"Weather","","","HUDText","Light Rain","PSG_10006629","","","","","","","Pluie légère","Pioggia leggera","Leichter Regen","Lluvia ligera","Chuva leve","Lichte regen","Enyhe eső","Lekki deszcz","Небольшой дождик"
"Weather","","","HUDText","Medium Rain","PSG_10006630","","","","","","","Pluie moyenne","Pioggia media","Mittlerer Regen","Lluvia normal","Chuva média","Gemiddelde regen","Közepes eső","Średni deszcz","Дождь"
"Weather","","","HUDText","Heavy Rain","PSG_10006631","","","","","","","Forte pluie","Diluvio","Starkregen","Lluvia intensa","Chuva forte","Zware regen","Zuhogó eső","Mocny deszcz","Ливень"
"Weather","","","HUDText","Rainstorm","PSG_10006632","","","","","","","Déluge","Temporale","Regensturm","Tormenta","Tempestade","Stortbui","Felhőszakadás","Burza","Ливень с ураганом"
"Weather","","","HUDText","Clear","PSG_10006633","","","","","","","Retirer","Sereno","Heiter","Despejado","Limpo","Helder","Tiszta","Czyste niebo","Ясно"
"Weather","","","HUDText","Cloudy","PSG_10006634","","","","","","","Couvert","Nuvoloso","Bewölkt","Nublado","Nublado","Bewolkt","Felhős","Lekkie zachmurzenie","Облачно"
"Weather","","","HUDText","Overcast","PSG_10006635","","","","","","","Nuageux","Cielo coperto","Bedeckt","Cubierto","Encoberto","Zwaar bewolkt","Borús","Mocne zachmurzenie","Тучи"
"Weather","","","HUDText","Stormy","PSG_10006636","","","","","","","Orageux","Tempestoso","Stürmisch","Tormentoso","Tempestade","Stormachtig","Viharos","Burzliwie","Ветрено"
"Weather","","","HUDText","Freezing","PSG_10006637","","","","","","","Glacial","Gelo","Gefrierend","Frío extremo","Congelante","Vorst","Dermesztően hideg","Mroźnie","Холодно"
"Weather","","","HUDText","Low","PSG_10006638","","","","","","","Faible","Bassa","Niedrig","Baja","Baixa","Laag","Alacsony","Niska","Низкая"
"Weather","","","HUDText","Average","PSG_10006639","","","","","","","Moyen","Normale","Durchschnittl.","Media","Médio","Gemiddeld","Átlagos","Średnia","Умеренная"
"Weather","","","HUDText","Warm","PSG_10006640","","","","","","","Chaud","Tiepido","Warm","Agradable","Quente","Warm","Meleg","Ciepła","Тепло"
"Weather","","","HUDText","Hot","PSG_10006641","","","","","","","Très chaud","Caldo","Heiß","Cálida","Bem quente","Heet","Forró","Gorąca","Жарко"
"Units","","","HUDText","Kilograms (KG)","PSG_10007562","","","","","","","Kilogrammes (kg)","Chilogrammi (kg)","Kilogramm (kg)","Kilogramos (kg)","Quilogramas (kg)","Kilogram (KG)","Kilogramm (kg)","Kilogramy (kg)","Килограммы (кг)"
"Units","","","HUDText","Pounds (lbs)","PSG_10007563","","","","","","","Livre (lb)","Libbre (lb)","Pfund (lb)","Libras (lbs)","Libras (lbs)","Pond (lbs)","Font (lbs)","Funty (lbs)","Фунты (фнт.)"
"Units","","","HUDText","Stones and Pounds","PSG_10007564","","","","","","","Stones et livres","Stone e libbre","Stone und Pfund","Piedras y libras","Stones e libras","Stones en pounds","Kő és font","Kamienie i funty","Стоуны и фунты"
"Units","","","HUDText","Celsius","PSG_10007565","","","","","","","Celsius","Celsius","Celsius","Celsius","Celsius","Celsius","Celsius","Celsjusza","Цельсий"
"Units","","","HUDText","Fahrenheit","PSG_10007566","","","","","","","Fahrenheit","Fahrenheit","Fahrenheit","Fahrenheit","Fahrenheit","Fahrenheit","Fahrenheit","Fahrenheita","Фаренгейт"
"Units","","","HUDText","MPH","PSG_10007567","","","","","","","mph","mph","mph","mi/h","m/h","MPU","m/h","MPH","МИЛЬ/Ч"
"Units","","","HUDText","KPH","PSG_10007568","","","","","","","km/h","km/h","km/h","km/h","km/h","KM/U","km/h","km/h","КМ/Ч"
"Units","","","HUDText","Feet and Inches","PSG_10007569","","","","","","","Pieds et pouces","Piedi e pollici","Fuß und Zoll","Pies y pulgadas","Pés e polegadas","Feet en inches","Láb és hüvelyk","Stopy i cale","Футы и дюймы"
"Units","","","HUDText","Centimetres","PSG_10007570","","","","","","","Centimètres","Centimetri","Zentimeter","Centímetros","Centímetros","Centimeter","Centiméter","Centymetry","Сантиметры"
"Units","","","HUDText","Metres","PSG_10007571","","","","","","","Mètres","Metri","Meter","Metros","Metros","Meter","Méter","Metry","Метры"
"Units","","","HUDText","DD/MM/YYYY","PSG_10007572","","","","","","","JJ/MM/AAAA","GG/MM/AAAA","TT/MM/JJJJ","DD/MM/AAAA","DD/MM/AAAA","DD/MM/JJJJ","NN/HH/ÉÉÉÉ","DD/MM/RRRR","ДД/ММ/ГГГГ"
"Units","","","HUDText","MM/DD/YYYY","PSG_10007573","","","","","","","MM/JJ/AAAA","MM/GG/AAAA","MM/TT/JJJJ","MM/DD/AAAA","MM/DD/AAAA","MM/DD/JJJJ","HH/NN/ÉÉÉÉ","MM/DD/RRRR","ММ/ДД/ГГГГ"
"Units","","","HUDText","Minus symbol: -£107,000","PSG_10007574","","","","","","","Signe moins : - 107 000 €","Simbolo meno: -107,000€","Minuszeichen: - 107.000€","Símbolo ""-"": -107 000€","Símbolo negativo: -£107.000","Minsymbool: -€107.000","Mínusz jel: -107,000 font","Minus: -107,000 £","Символ ""минус"": -£107,000"
"Units","","","HUDText","Brackets: (£107,000)","PSG_10007575","","","","","","","Parenthèses : (107 000 €)","Parentesi: (107,000€)","Klammern: (107.000€)","Paréntesis: (107 000€)","Parênteses: (£107.000)","Haakjes: (€107.000)","Zárójelek: (107,000 font)","Nawias: (107,000) £","Скобки: (£107,000)"
"Units","","","HUDText","British Pounds (GBP)","PSG_10007576","","","","","","","Livres Sterling (GBP)","Sterline (GBP)","Britisches Pfund (GBP)","Libras esterlinas (GBP)","Libras esterlinas (GBP)","Britse ponden (GBP)","Angol font (GBP)","Funty brytyjskie (GBP)","Британские фунты (GBP)"
"Units","","","HUDText","Euros (EUR)","PSG_10007577","","","","","","","Euros (EUR)","Euro (EUR)","Euro (EUR)","Euros (EUR)","Euros (EUR)","Euro (EUR)","Euró (EUR)","Euro (EUR)","Евро (EUR)"
"Units","","","HUDText","American Dollars (USD)","PSG_10007578","","","","","","","Dollars américains (USD)","Dollari americani (USD)","US-Dollar (USD)","Dólares americanos (USD)","Dólares americanos (USD)","Amerikaanse dollars (USD)","Amerikai dollár (USD)","Dolary amerykańskie (USD)","Доллары США (USD)"
"{TheChampionshipUpperCase}","","","HUDText","The World Motorsport Championship","PSG_10008536","","","","","","","Le Championnat Mondial de Sport Automobile","Campionato Mondiale di Automobilismo","Der World Motorsport Championship","Campeonato Mundial de Automovilismo","Campeonato Mundial de Automobilismo","Het World Motorsport Championship","A Motorsport Világbajnokság","Światowe Mistrzostwa Sportu Motorowego","Чемпионат мира по автоспорту"
"{TheChampionshipUpperCase}","","","HUDText","The Asia-Pacific Supercup","PSG_10008537","","","","","","","La Supercoupe d'Asie Pacifique","Supercoppa Asia-Pacifico","Im Asia-Pacific Supercup","Supercopa de Asia Pacífico","Supercopa Ásia-Pacífico","De Asia-Pacific Supercup","Az Ázsiai-Csendes-óceáni Szuperkupa","Superturniej Azji i Oceanii","Азиатско-Тихоокеанский суперкубок"
"{TheChampionshipUpperCase}","","","HUDText","The European Racing Series","PSG_10008538","","","","","","","Le Championnat Européen de Courses Automobiles","Campionato Europeo di Automobilismo","Der European Racing Series","Campeonato Europeo de Automovilismo","Série de Corridas Europeia","De European Racing Series","Az Európai Versenysorozat","Europejska Seria Wyścigów","Европейская гоночная лига"
"{TheChampionshipUpperCase}","","","HUDText","The International GT Championship","PSG_10011811","","","","","","","Le Championnat International GT","Campionato internazionale GT","Der International GT Championship","El Campeonato Internacional de GT","Campeonato Internacional de GT","Het International GT Championship","A Nemzetközi Túraautó Bajnokság","Międzynarodowe Mistrzostwa GT","Международный чемпионат по гран-туризмо"
"{TheChampionshipUpperCase}","","","HUDText","The GT Challenger Series","PSG_10011812","","","","","","","La Série GT Challenger","Campionato Challenger GT","Der GT Challenger Series","El Campeonato Challenger","Série de Desafiantes de GT","De GT Challenger Series","A Túraautó Challenger Sorozat","Seria Pretendentów GT","Серия претендентов ГТ"
"{TheChampionship}","","","HUDText","the World Motorsport Championship","PSG_10008539","","","","","","","le Championnat Mondial de Sport Automobile","Campionato Mondiale di Automobilismo","der World Motorsport Championship","Campeonato Mundial de Automovilismo","Campeonato Mundial de Automobilismo","het World Motorsport Championship","a Motorsport Világbajnokság","Światowe Mistrzostwa Sportu Motorowego","Чемпионат мира по автоспорту"
"{TheChampionship}","","","HUDText","the Asia-Pacific Supercup","PSG_10008540","","","","","","","la Supercoupe d'Asie Pacifique","Supercoppa Asia-Pacifico","im Asia-Pacific Supercup","Supercopa de Asia Pacífico","Supercopa Ásia-Pacífico","de Asia-Pacific Supercup","az Ázsiai-Csendes-óceáni Szuperkupa","Superturniej Azji i Oceanii","Азиатско-Тихоокеанский суперкубок"
"{TheChampionship}","","","HUDText","the European Racing Series","PSG_10008541","","","","","","","le Championnat Européen de Courses Automobiles","Campionato Europeo di Automobilismo","der European Racing Series","Campeonato Europeo de Automovilismo","Série de Corridas Europeia","de European Racing Series","az Európai Versenysorozat","Europejska Seria Wyścigów","Европейская гоночная лига"
"{TheChampionship}","","","HUDText","the International GT Championship","PSG_10011809","","","","","","","le Championnat International GT","Campionato internazionale GT","der International GT Championship","el Campeonato Internacional de GT","Campeonato Internacional de GT","het International GT Championship","a Nemzetközi Túraautó Bajnokság","Międzynarodowe Mistrzostwa GT","Международный чемпионат по гран-туризмо"
"{TheChampionship}","","","HUDText","the GT Challenger Series","PSG_10011810","","","","","","","la Série GT Challenger","Campionato Challenger GT","der GT Challenger Series","el Campeonato Challenger","Série de Desafiantes de GT","de GT Challenger Series","a Túraautó Challenger Sorozat","Seria Pretendentów GT","Серия претендентов ГТ"
"End of Database","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
