"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Personality Trait Stories","RenewedPassion","Type = Body2","MediaPerson","""Starting right now, I'm redoubling my training regimen, and making sure that all of my energy is spent on my driving. I want to be the best driver I can be.""","PSG_10007235","","","","","","« À partir d'aujourd'hui, je mets les bouchées doubles aux essais libres et je vais m'assurer que toute mon énergie passe dans la conduite. Je veux tout donner. »","""Da adesso, raddoppierò i miei allenamenti e farò in modo di investire tutta la mia energia nella corsa. Voglio davvero dare il massimo.""","„Ab jetzt werde ich doppelt so hart trainieren und meine gesamte Energie aufs Fahren konzentrieren. Ich will die absolut beste Leistung bringen.“","""A partir de ahora entrenaré a tope y me esforzaré para mejorar como piloto. Quiero estar entre los mejores de la historia"".","""A partir de agora, vou dobrar meu programa de treinamento e garantir que toda minha energia seja direcionada para a corrida. Eu quero dar o máximo de mim.""","""Vanaf nu verdubbel ik mijn trainingsschema en zorg ik ervoor dat ik al mijn energie in mijn rijstijl steek. Ik wil de allerbeste coureur worden.""","„Mostantól fogva megduplázom az edzésadagomat, és gondoskodom róla, hogy minden energiámat a vezetésre fordítsam. A lehető legjobb pilóta akarok lenni.”","„Od teraz będę trenować podwójnie ciężko. Całą energię poświecę prowadzeniu samochodu. Chcę osiągnąć mój potencjał jako kierowca”.","""С сегодняшнего дня я удваиваю нагрузки на тренировках, чтобы тратить все силы только на гонки. Я хочу быть до предела развить свои навыки""."
"Personality Trait Stories","LosingTrust","Type = Header;","AnyDriver","Losing Trust","PSG_10007743","Type = Body0","MailGroup = Drivers","","","","Perd confiance","Fiducia in calo","Kein Vertrauen mehr","Perdiendo la confianza","Perdendo confiança","Raakt vertrouwen kwijt","Bizalomvesztés","Traci zaufanie","Утрата доверия"
"Personality Trait Stories","LosingTrust","Type = Body0","AnyDriver","I'm losing trust in your management after all of these rule-breaking parts!","PSG_10007744","Type = Body1","AddLineBreaks = 2;","","","","Je perds confiance en votre gestion après toutes ces pièces qui ne respectent pas les règles !","Sto perdendo fiducia nelle tue capacità di manager, dopo tutti questi componenti che infrangono le regole!","Unsere Fahrzeugteile brechen dauernd die Regeln, daher kann ich Ihren Entscheidungen langsam nicht mehr vertrauen.","¡Estoy perdiendo la confianza en la dirección deportiva con tanta pieza ilegal!","Depois de todas essas peças ilegais, estou perdendo a confiança no seu gerenciamento!","Ik raak het vertrouwen in je management kwijt na al die onderdelen die de regels overtreden!","Kezdem elveszíteni a bizalmamat a menedzsmentben ennyi szabályszegő alkatrész után!","Tracę do ciebie zaufanie po tych wszystkich decyzjach w sprawie niezgodnych z przepisami części!","После всех этих запрещенных деталей я начинаю терять доверие к руководству!"
"Personality Trait Stories","LosingTrust","Type = Body1","AnyDriver","I get that you're trying to push things with the car, but I'm getting seriously tired of finishing races, only to see that I've been docked points!","PSG_10008700","Type = Body2","AddLineBreaks = 2;","","","","Je comprends que vous essayez de pousser la voiture, mais j'en ai vraiment assez de terminer les courses et de voir qu'on m'a retiré des points.","Capisco che tu stia cercando di spingere la vettura al massimo, ma ne ho proprio abbastanza di finire le gare e vedere che mi sono stati detratti dei punti!","Ich weiß ja, dass Sie sehr auf Innovation aus sind, aber es wird langsam ziemlich anstrengend, nach jedem Rennen Punkte abgezogen zu bekommen!","¡Sé que queréis potenciar el coche al máximo, pero ya cansa esto de acabar las carreras y que me quiten puntos!","Eu entendo que você está tentando levar o carro ao limite, mas eu estou ficando um tanto sem paciência de terminar as corridas apenas para ver que me descontaram pontos!","Ik snap dat je druk probeert te zetten met de wagen, maar ik word het zat om steeds maar races te rijden en daarna op punten te worden gekort!","Értem, hogy próbálsz mindenfélét belegyömöszölni a kocsiba, de kezdem komolyan unni, hogy hiába fejezem be a versenyt, pontokat vonnak le tőlem!","Rozumiem, że samochód jest dla ciebie ważny, ale mam już po dziurki w nosie kończenia wyścigów, żeby na koniec odbierali mi punkty!","Я понимаю, что вы хотите улучшить болид, но мне реально надоела ситуация, когда я выкладываюсь в гонке по полной, а потом узнаю, что у меня сняли очки!"
"Personality Trait Stories","LosingTrust","Type = Body2","AnyDriver","Be a bit more sensible, please… ","PSG_10008701","","","","","","Soyez un peu raisonnable, s'il vous plaît... ","Sii un po' più ragionevole, per favore... ","Bitte seien Sie doch etwas vorsichtiger.","A ver si os dais cuenta... ","Um pouco mais de sensibilidade, por favor... ","Houd iets meer rekening met me, alsjeblieft… ","Kérlek, légy egy kicsit észszerűbb…","Może trochę delikatności... ","Пожалуйста, действуйте более разумно…"
"Personality Trait Stories","SignedNewContract","Type = Header;","AnyDriver","New Contract Signed","PSG_10007745","Type = Body0","MailGroup = Drivers","","","","Nouveau contrat signé","Nuovo contratto firmato","Neuer Vertrag unterzeichnet","Nuevo contrato firmado","Novo contrato assinado","Nieuw contract getekend","Új szerződés aláírva","Nowy kontrakt podpisany","Подписан новый контракт"
"Personality Trait Stories","SignedNewContract","Type = Body0","AnyDriver","That new contract has perked me right up!","PSG_10007746","","","","","","Ce nouveau contrat m'a redonné la pêche :D","Quel nuovo contratto mi ha proprio tirato su di morale :D","Dieser neue Vertrag hat mich wirklich aufgemuntert :D","Este nuevo contrato me ha puesto de muy buen humor.","Aquele novo contrato me deu um ânimo :D","Dat nieuwe contract heeft me helemaal opgevrolijkt!","Az új szerződés rendesen felpörgetett. :D","Ten nowy kontrakt od razu pobudził mnie do życia :D","Новый контракт здорово меня подбодрил :D"
"Personality Trait Stories","SignedNewContract","Type = Body1","AnyDriver","Thanks for making sure that the negotiations went well.","PSG_10008702","","","","","","Merci de vous être assuré du bon déroulement des négociations.","Grazie per aver fatto in modo che le trattative andassero bene.","Danke, dass Sie für reibungslose Verhandlungen gesorgt haben.","Gracias por aseguraros de que las negociaciones fueran bien.","Agradeço por garantir que tudo ocorresse bem nas negociações.","Bedankt dat je ervoor hebt gezorgd dat de onderhandelingen goed zijn verlopen.","Kösz, hogy elintézed, hogy a tárgyalások jól haladjanak.","Dziękuję za skuteczne przeprowadzenie negocjacji.","Спасибо за вашу поддержку в ходе переговоров."
"Personality Trait Stories","SignedNewContract","Type = Body2","AnyDriver","{Sender:FirstName}","PSG_10008703","","","","","","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}"
"Personality Trait Stories","PromiseFulfilled","Type = Header;","AnyDriver","Promise Fulfilled","PSG_10007747","Type = Body0","MailGroup = Drivers","","","","Promesse tenue","Promessa mantenuta","Versprechen gehalten","Promesa cumplida","Promessa cumprida","Belofte vervuld","Teljesített ígéret","Obietnica spełniona","Обещание выполнено"
"Personality Trait Stories","PromiseFulfilled","Type = Body0","AnyDriver","Thanks for doing that for me, {Player:FirstName}!

You made my dreams come true!","PSG_10007748","Type = Body1","","","","","Merci d'avoir fait ça pour moi, {Player:FirstName} ! Mes rêves sont devenus réalité grâce à vous !","Grazie,{Player:FirstName}!

 I miei sogni sono diventati realtà grazie a te!","Vielen Dank dafür, {Player:FirstName}!

Ich bin überglücklich!","¡Muchísimas gracias, {Player:FirstName}!

¡Has hecho que se cumplan todos mis sueños!","Eu agradeço por ter feito isso por mim, {Player:FirstName}!

Você tornou os meus sonhos realidade!","Bedankt dat je dit voor me doet, {Player:FirstName}!

Je hebt mijn dromen uit laten komen!","Köszi, hogy megtartottad az ígéretedet, {Player:FirstName}!
 
Valóra váltottad az álmaimat!","Dzięki za przysługę, {Player:FirstName}!

Spełniasz moje marzenia!","Спасибо, {Player:FirstName}!

Вы помогли моей мечте сбыться :)"
"Personality Trait Stories","PromiseFulfilled","Type = Body1; Promised = NewPart","AnyDriver","Thanks for that new part. It means a lot to me to know that you listened to my request.","PSG_10008704","","","","","","Merci pour la nouvelle pièce. Vous avez entendu ma requête et cela représente beaucoup pour moi.","Grazie per il nuovo componente. È importante per me sapere che hai dato ascolto alla mia richiesta.","Danke für das neue Teil. Es bedeutet mir viel, dass Sie auf meinen Wunsch reagiert haben.","Gracias por la pieza nueva. Significa mucho para mí el que hayas atendido a mi petición.","Agradeço por essa peça nova. Significa muito pra mim saber que você ouviu o meu pedido.","Bedankt voor dat nieuwe onderdeel. Het betekent veel voor me dat je hebt geluisterd naar mijn verzoek.","Kösz az új alkatrészt! Sokat jelent nekem, hogy tudom, meghallgattad a kérésemet. ","Dziękuję za nową część. Bardzo wiele znaczy dla mnie to, że słuchasz moich próśb.","Спасибо за новую деталь. Это так приятно - понимать, что к моим просьбам прислушиваются."
"Personality Trait Stories","PromiseFulfilled","Type = Body1; Promised = WageIncrease","AnyDriver","I know it must have been tricky to give me that raise, but I'm over the moon. Lunch is on me today!","PSG_10008705","","","","","","Je sais me donner cette augmentation n'a sans doute pas été aisé, mais elle me comble de joie. Je vous invite à déjeuner !","So che dev'essere stato complicato darmi quell'aumento, ma sono al settimo cielo. Offro io il pranzo oggi!","Es muss schwierig gewesen sein, diese Gehaltserhöhung für mich durchzusetzen, aber ich freue mich riesig! Das Mittagessen geht heute auf mich!","Sé que no ha sido fácil darme ese aumento, pero me habéis hecho muy feliz. ¡Hoy os llevo a comer!","Eu sei que deve ter sido difícil me dar esse aumento, mas eu fiquei muito feliz. O almoço é por minha conta hoje!","Ik weet dat het lastig moet zijn geweest om me die opslag te geven, maar ik ben dolblij. Ik betaal de lunch vandaag!","Tudom, hogy nem lehetett egyszerű elintézni az emelést, de odavagyok az örömtől. Ma én fizetem az ebédet!","Zdaję sobie sprawę z faktu, że decyzja o podwyżce musiała być niełatwa, ale masz moją dozgonną wdzięczność. Dzisiaj lancz stawiam ja!","Я знаю, что вам было нелегко выбить для меня эту прибавку к гонорару, но теперь я реально счастлив. Сегодня за обед плачу я!"
"Personality Trait Stories","PromiseFulfilled","Type = Body1; Promised = ChampionshipPosition","AnyDriver","We totally nailed that target position in the championship! How good is that!","PSG_10008706","","","","","","Nous avons atteint la position cible avec brio dans le championnat ! C'est fantastique !","Abbiamo raggiunto la posizione che cercavamo nel campionato! Siamo fantastici!","Wir haben die Zielposition in der Meisterschaft genau getroffen! Das ist doch mal was!","¡Hemos conseguido la posición que esperábamos en el campeonato! ¡Lo hemos hecho de maravilla!","Nós acertamos em cheio a meta de posição no campeonato! Muito bem!","We hebben die doelpositie in het kampioenschap helemaal gepakt! Zijn we goed, of zijn we goed?","Totálisan bebetonoztuk magunkat a kijelölt helyre a bajnokságban! Ez szuper jó!","Bezproblemowo zajęliśmy na mistrzostwach pozycję docelową! Nieźle, co!","Мы выполнили поставленную задачу! Это же круто!"
"Personality Trait Stories","PromiseFulfilled","Type = Body1; Promised = HQUpgrade","AnyDriver","Thanks for sorting out that HQ upgrade. It gives me a lot of faith in the team to know that you're thinking about the long term.","PSG_10008707","","","","","","Merci d'avoir organisé cette agrandissement du QG. Savoir que vous pensez sur le long terme me donne confiance en l'écurie.","Grazie per aver potenziato il QG. È rassicurante sapere che fai progetti a lungo termine.","Danke für den HQ-Ausbau. Solch langfristiges Denken verstärkt mein Vertrauen in das Team.","Gracias por arreglar lo de la sede. Ahora sé que el equipo va en serio y que estáis pensando en el futuro.","Agradeço por fazer aquela melhoria na sede. Sabendo que você está pensando em longo prazo, eu acredito muito nessa equipe.","Bedankt voor het regelen van die upgrade voor het hoofdkwartier. Ik krijg veel vertrouwen in het team als ik weet dat je aan de lange termijn denkt.","Kösz, hogy elintézted a Központ fejlesztését. Megerősíti hitemet a csapatban a tudat, hogy hosszú távon gondolkozol.","Dzięki za zajęcie się ulepszeniem centrali. To, że myślisz o pozostaniu z nami na długo daje mi wiarę w nasz zespół.","Спасибо за то, что улучшили штаб-квартиру. Когда видишь, что вы думаете о долгосрочной перспективе, то начинаешь верить в команду."
"Personality Trait Stories","PromiseFulfilled","Type = Body1; Promised = FireMechanic","AnyDriver","Getting rid of that mechanic was the right thing to do. We'll be better off with someone new, for sure… ","PSG_10008708","","","","","","C'était une bonne chose de se débarrasser de ce mécanicien. Nous travaillerons mieux avec quelqu'un d'autre, c'est sûr... ","Liberarsi di quel meccanico era la cosa giusta da fare. Staremo meglio con qualcun altro, questo è certo... ","Diesen Mechaniker loszuwerden, war die richtige Entscheidung. Wir sind mit jemand anderem auf jeden Fall besser dran …","Hay despidos que son necesarios. Seguro que el coche irá mejor con el próximo mecánico que fichéis. ","<gender^PlayerMechanic=F>
Se livrar daquela mecânica era a coisa certa a se fazer. Vamos ficar melhor com alguém novo, com certeza... 
</gender>
<gender^PlayerMechanic=M>
Se livrar daquele mecânico era a coisa certa a se fazer. Vamos ficar melhor com alguém novo, com certeza... 
</gender>
","Het was juist om die monteur weg te sturen. We zijn beter af met iemand anders, dat is zeker... ","Helyes volt a döntés, hogy megszabadultál attól a szerelőtől. Annyi szent, hogy egy új emberrel jobbak leszünk.","Pozbycie się tego mechanika było właściwym krokiem. Z kimś innym na pewno będzie nam szło lepiej... ","Вы поступили правильно, избавившись от этого механика. Наверняка с другим механиком нам будет лучше…"
"Personality Trait Stories","PromiseFulfilled","Type = Body1; Promised = FireDesigner","AnyDriver","I know it's not exactly much fun to fire somebody, but I think it was the right thing to do.","PSG_10008709","","","","","","Je sais que licencier quelqu'un n'est jamais agréable, mais je pense que c'était la bonne chose à faire.","So che non c'è niente di divertente nel licenziare qualcuno, ma penso che fosse la cosa giusta da fare.","Ich weiß, es ist schwer, jemanden zu entlassen, aber ich glaube, das war die richtige Entscheidung.","Sé que es muy difícil echar a alguien, pero ha sido por el bien del equipo.","Eu sei que não é divertido demitir alguém, mas eu acho que foi a coisa certa a se fazer.","Ik weet dat het niet leuk is om iemand te ontslaan, maar volgens mij het was juist.","Tudom, hogy nem éppen fenékig tejfel kirúgni valakit, de azt hiszem, ez volt a helyes lépés.","Wiem, że zwalnianie ludzi to żadna przyjemność, ale to była właściwa decyzja.","Я знаю, что увольнять людей не очень приятно, но это было правильное решение."
"Personality Trait Stories","PromiseFulfilled","Type = Body1; Promised = FireReserve","AnyDriver","I always felt like {PreviousReserveDriver:Name} was out to get me. Now with him gone, I can be sure that you're supporting me!","PSG_10008710","","","","","","J'ai toujours pensé que {PreviousReserveDriver:Name} en avait après moi. Maintenant qu'il est parti, je sais que j'ai votre soutien !","Ho sempre avuto la sensazione che {PreviousReserveDriver:Name} cercasse di crearmi problemi. Ora che non è più qua, so di avere il tuo sostegno!","Ich hatte immer das Gefühl, {PreviousReserveDriver:Name} wäre hinter mir her. Jetzt kann ich mir endlich sicher sein, dass Sie auf meiner Seite sind!","Siempre tuve la sensación de que {PreviousReserveDriver:Name} me odiaba. ¡Ahora que ya no está sé que cuento con vuestro apoyo!","Eu sempre senti que {PreviousReserveDriver:Name} estava contra mim. Mas agora que se foi, eu tenho certeza que você está do meu lado!","Ik had altijd al het idee dat {PreviousReserveDriver:Name} me wilde pakken. Nu hij weg is, kan ik er zeker van zijn dat je me steunt!","Mindig úgy éreztem, hogy {PreviousReserveDriver:Name} ki akar pöckölni a csapatból. Most, hogy elment, már biztosan tudom, hogy te mellettem állsz!","Od zawsze uważam, że {PreviousReserveDriver:Name} się na mnie uwziął. Skoro go już nie ma, mam pewność, że jesteś za mną!","Мне всегда казалось, что {PreviousReserveDriver:Name} желает мне зла. Но теперь, когда его нет, я понимаю, что вы на моей стороне!"
"Personality Trait Stories","PromiseBroken","Type = Header;","AnyDriver","Promise Broken","PSG_10007749","Type = Body0","MailGroup = Drivers","","","","Promesse rompue","Promessa non mantenuta","Versprechen nicht gehalten","Promesa rota","Promessa quebrada","Belofte verbroken","Megszegett ígéret","Obietnica złamana","Обещание не выполнено"
"Personality Trait Stories","PromiseBroken","Type = Body0","AnyDriver","You broke the promise you made to me!","PSG_10007750","Type = Body1","","","","","Vous n'avez pas tenu votre promesse !","Non hai mantenuto la promessa che mi hai fatto! :(","Sie haben Ihr Versprechen an mich nicht gehalten :(","¡No has cumplido la promesa que me hiciste! :(","Você quebrou a promessa que fez para mim! :(","Je hebt je niet aan de afspraak gehouden!","Megszegted a nekem tett ígéretedet! :(","Czemu łamiesz złożone mi obietnice?! :(","Вы не выполнили обещание! :("
"Personality Trait Stories","PromiseBroken","Type = Body1; Promised = NewPart","AnyDriver","I just can't believe that you didn't build me that new part… It's so disappointing.","PSG_10008711","","","","","","Je n'arrive pas à croire que vous n'ayez pas construit cette nouvelle pièce... c'est tellement décevant.","Non riesco a credere che non mi abbia fatto costruire quel nuovo componente... È una vera delusione.","Ich kann nicht fassen, dass Sie das neue Teil für mich nicht entwickelt haben. Das ist eine arge Enttäuschung.","No me puedo creer que no me hayáis construido esa pieza nueva. Ha sido una gran decepción.","Eu não consigo acreditar que você não construiu aquela nova peça pra mim... Decepcionante.","Ik kan gewoon niet geloven dat je dat nieuwe onderdeel niet voor me hebt gebouwd... Dat valt tegen.","Egyszerűen nem hiszem el, hogy nem építtetted meg az új alkatrészt… ez nagy csalódás!","Po prostu nie mogę uwierzyć, że nie skonstruowałeś dla mnie tej nowej części... jestem rozczarowany.","Даже не верится, что вы не создали эту деталь… Какое разочарование."
"Personality Trait Stories","PromiseBroken","Type = Body1; Promised = WageIncrease","AnyDriver","You sat there and told me that you were going to give me a raise, and then you didn't do it! What the hell, boss?!","PSG_10008712","","","","","","Vous m'aviez promis que vous me donneriez une augmentation, puis vous ne l'avez pas fait ! C'est quoi cette histoire ?","Mi hai detto che mi avresti dato un aumento, e non è mai successo. Ti sembra accettabile, capo?!","Ich erinnere mich noch genau, wie Sie sagten, ich bekäme eine Gehaltserhöhung ... aber es ist nichts passiert. Was soll das?","¡Me dijiste que me daríais un aumento y todavía lo estoy esperando! ¡Vamos a terminar muy mal, os lo advierto!","Você sentou aí e disse que ia me dar um aumento, mas não deu! Qual é, chefe?! ","Je zat daar en zei dat je me opslag zou geven, en toen deed je het niet! Wat krijgen we nou, baas?!","Ott ültél, és azt ígérted, meglesz az emelés, és aztán mégsem lett meg! Mi a franc ez, főnök?!","Tyle było gadania, że dasz mi podwyżkę, a rzucałeś słowa na wiatr! Co to ma być, szefie?!","Вы же сказали мне, что дадите мне прибавку - и ничего не сделали! Какого черта?!"
"Personality Trait Stories","PromiseBroken","Type = Body1; Promised = ChampionshipPosition","AnyDriver","You told me you'd make sure I'd finish in {Sender:ChampionshipPositionPromise} this season, but it didn't exactly end up like that, did it?","PSG_10008713","","","","","","Vous m'aviez dit que vous feriez le nécessaire pour finir {Sender:ChampionshipPositionPromise} cette saison, mais ça ne s'est pas vraiment passé comme ça...","{Sender:ChampionshipPositionPromise} posto! Questo è il risultato che mi avevi promesso per la stagione. Ma non è andata esattamente così, non ti pare?","Sie haben mir versprochen, dass ich diese Saison an {Sender:ChampionshipPositionPromise} Position abschließe, aber das war wohl etwas zu optimistisch, was?","Me dijisteis que acabaría la temporada en {Sender:ChampionshipPositionPromise} posición, pero ni de lejos, vamos...","Você disse que ia garantir que eu terminasse em {Sender:ChampionshipPositionPromise} nesta temporada, mas não foi bem isso que aconteceu, não é?","Je zei dat je ervoor ging zorgen dat ik dit seizoen als {Sender:ChampionshipPositionPromise} zou eindigen, maar het is allemaal iets anders gelopen, nietwaar?","Azt mondtad, elintézed, hogy a(z) {Sender:ChampionshipPositionPromise}. helyen végezzek ebben az idényben, de nem egészen így végződött a dolog, nem igaz?","Powiedziałeś, że w tym sezonie uda mi się osiągnąć pozycję {Sender:ChampionshipPositionPromise}, ale rzeczywistość okazała się nieco inna, nieprawdaż?","Вы обещали, что в этом сезоне я финиширую на  {Sender:ChampionshipPositionPromise}-м месте. Но все оказалось совсем не так, да?"
"Personality Trait Stories","PromiseBroken","Type = Body1; Promised = HQUpgrade","AnyDriver","What happened to that meeting when you told me that you'd upgrade our HQ? Don't you even care about the long term future of the team?","PSG_10008714","","","","","","Que s'est-il passé depuis cette réunion où vous m'avez dit vouloir améliorer le QG ? Le futur de l'écurie ne vous intéresse-t-il pas ?","Hai già dimenticato quella riunione in cui mi hai detto che avresti potenziato il QG? Non ti interessa il futuro della tua scuderia?","Hatten Sie mir nicht versprochen, dass HQ auszubauen? Kümmern Sie sich denn gar nicht um die langfristige Zukunft des Teams?","¿Qué paso con lo de mejorar la sede? ¿Es que no os importa el futuro del equipo o qué?","O que aconteceu com aquela reunião em que você me disse que iria melhorar nossa sede? Você não se importa com o futuro a longo prazo da equipe?","En hoe zit het met die vergadering waarop je zei dat je ons hoofdkwartier zou upgraden? Denk je dan niet aan de toekomst van het team?","Mi történt azzal az értekezlettel, ahol azt mondat, fejleszteni fogod a Központot? Hát fikarcnyit sem törődsz a csapat hosszú távú jövőjével? ","Zapomniałeś już o tym, że mówiłeś, że ulepszysz naszą centralę? Nie zależy ci nawet na długofalowej przyszłości naszego zespołu?","А как же та встреча, на которой вы обещали улучшить нашу штаб-квартиру? Вас что, вообще не беспокоит будущее команды?"
"Personality Trait Stories","PromiseBroken","Type = Body1; Promised = FireMechanic","AnyDriver","Listen, I get why you might not want to fire {Sender:Mechanic}, but I have to work with him every day… I think it's a terrible decision.","PSG_10008715","","","","","","Écoutez, je comprends que vous ne vouliez pas licencier {Sender:Mechanic}, mais je dois travailler avec lui tous les jours... je pense que c'est une terrible décision.","Senti, capisco che tu non voglia licenziare {Sender:Mechanic}, ma io devo lavorarci insieme ogni giorno... Penso che sia un pessima scelta.","Ich verstehe ja, dass Sie {Sender:Mechanic} nicht gerne entlassen wollen, aber ich sage Ihnen ... das ist die falsche Entscheidung.","Mira, entiendo que no queráis echar a {Sender:Mechanic}, pero trabaja conmigo cada día. Es una situación insostenible.","<gender^PlayerMechanic=F>
Escuta, eu entendo por que você pode não querer demitir a {Sender:Mechanic}, mas eu tenho que trabalhar com ela todos os dias... Eu acho que é uma decisão terrível.
</gender>
<gender^PlayerMechanic=M>
Escuta, eu entendo por que você pode não querer demitir o {Sender:Mechanic}, mas eu tenho que trabalhar com ele todos os dias... Eu acho que é uma decisão terrível.
</gender>
","Luister, ik snap waarom je {Sender:Mechanic} misschien niet wilt ontslaan, maar ik moet elke dag met hem werken… Ik vind dit een verschrikkelijk besluit.","Figyelj, értem, hogy miért nem akarod, hogy {Sender:Mechanic} ki legyen rúgva, de nekem kell dolgoznom vele minden nap… szerintem szörnyű döntést hoztál.","Słuchaj, rozumiem, dlaczego możesz nie chcieć zwalniać mechanika {Sender:Mechanic}, ale to ja muszę z nim pracować na co dzień... Uważam, że to chybiona decyzja.","Слушайте, я понимаю - возможно, вам нравится  {Sender:Mechanic}, и вы не хотите его увольнять, но я-то каждый день вынужден с ним работать... По-моему, это ужасное решение."
"Personality Trait Stories","PromiseBroken","Type = Body1; Promised = FireDesigner","AnyDriver","I know that asking you to fire someone is an extreme approach, but sometimes you have to be cruel to be kind. I honestly think that {Engineer:Name} is holding us back.","PSG_10008716","","","","","","Je sais que vous demander de licencier quelqu'un est une approche extrême, mais il est parfois nécessaire d'être cruel pour le bien de tous. Je pense honnêtement que {Engineer:Name} nous freine.","So che chiederti di licenziare qualcuno è un approccio estremo, ma a volte devi essere crudele per poter essere gentile. Penso davvero che {Engineer:Name} sia una zavorra.","Ich weiß, dass es ein großer Schritt ist, jemanden zu feuern, aber manchmal muss man Leute zu ihrem Glück zwingen. Ich glaube wirklich, dass {Engineer:Name} uns zurückhält.","Sé que pedirte que eches a alguien es muy fuerte, pero a veces tienes que tomar este tipo de decisiones por el bien de todos. Es evidente que con {Engineer:Name} no vamos a ninguna parte.","Eu sei que pedir para você demitir alguém é uma medida extrema, mas, às vezes, é necessário ser cruel para ser bom. Eu sinceramente acho que {Engineer:Name} está nos atrasando.","Ik weet dat een verzoek om ontslag extreem is, maar soms moet je wreed zijn om aardig te kunnen zijn. Ik denk echt dat {Engineer:Name} ons remt.","Tudom, hogy valakinek a kirúgását kérni elég extrém dolog, de időnként könyörtelennek kell lenned, hogy kedves legyél. Én tényleg úgy vélem, hogy {Engineer:Name} feltart minket. ","Wiem, że proszenie cię o zwolnienie kogoś to drastyczne posunięcie, ale to dla jego własnego dobra. Naprawdę uważam, że przez inżyniera {Engineer:Name} zostajemy w tyle za innymi.","Я знаю, что увольнение - это экстремальная мера, но иногда нужно действовать жестко. Я в самом деле считаю, что {Engineer:Name} не дает нам двигаться вперед."
"Personality Trait Stories","PromiseBroken","Type = Body1; Promised = FireReserve","AnyDriver","That flipping reserve driver is driving me crazy… his eyes are like daggers, he wants me gone, and you chose to keep him!","PSG_10008717","","","","","","Ce stupide pilote de réserve me rend malade... il me fusille du regard, il veut ma perte, et vous avez décidé de le garder !","Quell'inutile pilota di riserva mi sta facendo impazzire... ha pugnali al posto degli occhi, vuole farmi fuori e tu hai scelto di tenerlo!","<gender^PlayerDriver3=F>
Diese Ersatzfahrerin macht mich noch wahnsinnig ... Durchbohrt mich mit Blicken, will mich loswerden – und Sie lassen sie bleiben!
</gender>
<gender^PlayerDriver3=M>
Dieser Ersatzfahrer macht mich noch wahnsinnig ... Durchbohrt mich mit Blicken, will mich loswerden – und Sie lassen ihn bleiben!
</gender>
","No aguanto más a ese piloto de reserva... ¡Está claro que quiere mi puesto y ni se os pasa por la cabeza echarlo del equipo!","<gender^PlayerDriver3=F>
Aquela nossa piloto reserva está me enlouquecendo... Os olhos dela são como adagas. Ela quer me ver longe daqui, e você escolheu mantê-la aqui!
</gender>
<gender^PlayerDriver3=M>
Aquele nosso piloto reserva está me enlouquecendo... Os olhos dele são como adagas. Ele quer me ver longe daqui, e você escolheu mantê-lo aqui!
</gender>
","Die verdomde reservecoureur maakt me gek… zijn ogen zijn als dolken, hij wil me weg, en jij houdt hem aan!","Az az idegesítő tartalékpilóta az őrületbe kerget… vasvilla szemekkel mered rám, azt akarja, hogy lelépjek, te meg úgy döntesz, megtartod!","Przez tego całego rezerwowego kierowcę chyba oszaleję... ten gość ma sztylety w oczach. On chce się mnie pozbyć, a ty go tu trzymasz!","Этот долбаный второй пилот сводит меня с ума... Он так и сверлит меня взглядом, он хочет, чтобы меня уволили - а вы решили оставить его в команде!"
"Personality Trait Stories","UnderPressure","Type = Header;","AnyDriver","Chairman pressure?","PSG_10008939","Type = Body0","MailGroup = Drivers","","","","Pression de la présidence ?","Pressioni dai dirigenti?","Druck vom Vorsitzenden?","¿Presión de la directiva?","Pressão da presidência?","Druk van de voorzitter?","Elnöki nyomás?","Presja prezesa?","Давление сверху?"
"Personality Trait Stories","UnderPressure","Type = Body0;","AnyDriver","Erm, I've heard a few of the guys in the factory talking about how this weekend is quite, shall we say, important… ","PSG_10008940","Type = Body1","AddLineBreaks = 2;","","","","Hum, j'ai entendu des gars dire dans l'atelier que ce week-end est quelque peu... comment dire... important. ","Ehm, ho sentito alcune persone allo stabilimento dire che questo weekend è abbastanza... come dire? Importante... ","Ich habe von ein paar Leuten aus der Fabrik gehört, dass dieses Wochenende ziemlich, nun ja, wichtig ist ... ","Erm, he oído a algunos de los chicos de la fábrica hablar de lo importante que es este fin de semana... ","Ah, ouvi alguns caras na fábrica falando sobre como este fim de semana é, digamos, bem importante... ","Ehm, ik hoorde een paar jongens in de fabriek zeggen dat dit weekend redelijk, zullen we zeggen, belangrijk is? ","Ööö, úgy hallottam, az üzemben pár srác arról beszél, hogy ez a hétvége, hát, hogy is mondjam, elég fontos…","No, sporo się słyszy w fabryce, że nadchodzący weekend jest, że się tak wyrażę, dość ważny... ","Ребята на заводе говорили, э-э, ну, типа, о том, как этот уикенд, так скажем, важен… "
