"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"New Game Intro","WelcomeFromEngineer","Type = Body3; DesignCentreQuality >= 0.8;","Engineer","We're lucky enough to have a great Design Facility at the moment, so there shouldn't be much work needed there. ","PSG_10000738","Type = Body4;","AddLineBreaks = 2","","","","Nous avons la chance de pouvoir compter sur un excellent atelier de conception actuellement, donc il ne devrait pas y avoir beaucoup de travail nécessaire. ","Al momento abbiamo la fortuna di avere un'ottima struttura di progettazione, non dovrebbe servire troppo lavoro. ","Wir haben das Glück, auf eine hervorragende Entwicklungsabteilung zurückgreifen zu können, weswegen hier momentan nicht viel Arbeit anfällt. ","De momento, tenemos la suerte de contar con una gran instalación de diseño, así que no deberíamos necesitar mejorar en este aspecto. ","Temos sorte de ter um excelente Centro de Design no momento, então não vai ser necessário muito trabalho aqui. ","Gelukkig hebben we op dit moment een geweldige ontwerpfaciliteit, dus daar hoeft niet veel aan gedaan te worden. ","Elég nagy szerencse, hogy jelenleg van egy remek Tervezőlétesítményünk, így ott nem sok munkára lesz szükség. ","Mamy wielkie szczęście, że do naszej dyspozycji oddano wspaniały ośrodek projektowy. Póki co, nie powinien on wymagać zbyt wiele pracy. ","Нам повезло - сейчас у нас отличный отдел проектировки, так что проблем не будет."
"New Game Intro","WelcomeFromEngineer","Type = Body3; DesignCentreQuality > 0.2; DesignCentreQuality < 0.8;","Engineer","On the HQ front, our Design Facility is pretty decent, but there's always room for improvement.","PSG_10000742","Type = Body4;","AddLineBreaks = 2","","","","Du côté de notre QG, notre atelier de conception est correct, mais il y a toujours matière à s'améliorer.","Parlando del QG, la nostra struttura di progettazione non è male, ma c'è sempre spazio per i miglioramenti.","In Sachen HQ schlägt sich unsere Entwicklungsabteilung ganz gut, aber es gibt immer etwas zu verbessern.","En cuanto a la sede, nuestra instalación de diseño es bastante decente, pero siempre se puede mejorar.","Quanto à sede, nosso centro de design é bem decente, mas tem sempre espaço para melhorias.","Kijkend naar ons hoofdkwartier zit onze ontwerpfaciliteit er redelijk warmpjes bij, maar er is altijd ruimte voor verbetering.","Ami a Központot illeti, a Tervezőlétesítményünk elég korrektül áll, de mindig van tere a fejlesztésnek.","Jeśli idzie o sprawy związane z centralą, to w naszym ośrodku projektowym zawsze przydadzą się jakieś ulepszenia.","Что касается бюджета, отдел проектировки у нас вполне пристойный, но простор для улучшения есть."
"New Game Intro","WelcomeFromEngineer","Type = Body3; DesignCentreQuality <= 0.2;","Engineer","I hate to come straight at you with a request, but if we could get to work on an upgraded Design Facility it would be a great help to the team.","PSG_10000740","Type = Body4;","AddLineBreaks = 2","","","","J'espère que vous ne m'en voudrez pas de vous faire part d'une requête dès le début, mais si nous pouvions commencer par améliorer l'atelier de conception, ce serait un avantage de taille pour l'équipe.","Non amo fare richieste dirette, ma se potessimo lavorare in una struttura di progettazione migliorata tutta la scuderia ne trarrebbe giovamento.","Ich bitte Sie ungern direkt zum Einstieg um einen Gefallen, aber dem Team würde es sehr helfen, wenn wir an einer Erweiterung der Entwicklungsabteilung arbeiten könnten.","Odio acudir directamente a ti con una petición, pero si pudiéramos ponernos a trabajar en una mejora para la instalación de diseño, el equipo lo notaría mucho.","Odeio chegar pedindo algo direto pra você, mas seria de grande ajuda para a equipe se pudéssemos trabalhar em um Centro de Design aprimorado.","Ik vind het rot om dit zo direct te vragen, maar het team zou veel baat hebben bij een geüpgradede ontwerpfaciliteit.","Nem szívesen jövök rögtön egy kéréssel, de ha nekiállhatnánk egy fejlesztett Tervezőlétesítmény létrehozásának, az nagyon sokat segítene a csapatnak.","Nie podoba mi się, że muszę zacząć od prośby, jednak ulepszony ośrodek projektowy bardzo by się przydał naszemu zespołowi.","Мне неудобно обращаться с этим к вам, но если бы мы могли работать в улучшенном отделе проектировки, это пошло бы на пользу всей команде."
"New Game Intro","WelcomeFromEngineer","Type = Body4;","Engineer","<gender^CurrentWeakestPart=M>
On the car front, we could definitely use some work on our {CurrentWeakestPart} - it's lagging behind the competition, and we could do with an upgrade!
</gender>
<gender^CurrentWeakestPart=MP>
On the car front, we could definitely use some work on our {CurrentWeakestPart} - they're lagging behind the competition, and we could do with an upgrade!
</gender>","PSG_10010014","Type = Body5;","AddLineBreaks = 2","","","","Du côté de la voiture, il serait utile de travailler sur la pièce suivante : {CurrentWeakestPart}. Nous sommes derrière le reste de la compétition vis-à-vis de cette pièce, et une amélioration serait la bienvenue !","Potremmo sicuramente migliorare alcune parti dell'auto ({CurrentWeakestPart}) che sono molto indietro rispetto a quelle degli avversari. Ci darebbe un vantaggio!","<gender^CurrentWeakestPart=F>
Was den Wagen angeht, braucht die {CurrentWeakestPart} noch Arbeit. Da sind wir der Konkurrenz weit hinter her und eine Verbesserung wäre mal nötig!
</gender>
<gender^CurrentWeakestPart=M>
Was den Wagen angeht, braucht der {CurrentWeakestPart} noch Arbeit. Da sind wir der Konkurrenz weit hinter her und eine Verbesserung wäre mal nötig!
</gender>
<gender^CurrentWeakestPart=FP>
Was den Wagen angeht, brauchen die {CurrentWeakestPart} noch Arbeit. Da sind wir der Konkurrenz weit hinter her und eine Verbesserung wäre mal nötig!
</gender>
<gender^CurrentWeakestPart=N>
Was den Wagen angeht, braucht das {CurrentWeakestPart} noch Arbeit. Da sind wir der Konkurrenz weit hinter her und eine Verbesserung wäre mal nötig!
</gender>","<gender^CurrentWeakestPart=F>
En lo que respecta al coche, nos vendría bien mejorar la <lowercase>{CurrentWeakestPart}</lowercase>. Va peor que la de nuestros rivales y nos vendría bien una mejora.
</gender>
<gender^CurrentWeakestPart=M>
En lo que respecta al coche, nos vendría bien mejorar el <lowercase>{CurrentWeakestPart}</lowercase>. Va peor que el de nuestros rivales y nos vendría bien una mejora.
</gender>
<gender^CurrentWeakestPart=FP>
En lo que respecta al coche, nos vendría bien mejorar las <lowercase>{CurrentWeakestPart}</lowercase>. Van peor que las de nuestros rivales y nos vendría bien una mejora.
</gender>
<gender^CurrentWeakestPart=MP>
En lo que respecta al coche, nos vendría bien mejorar los <lowercase>{CurrentWeakestPart}</lowercase>. Van peor que los de nuestros rivales y nos vendría bien una mejora.
</gender>","<gender^Part=F>
No que diz respeito ao carro, nós realmente precisamos de alguma atenção para a {CurrentWeakestPart} - está bem atrás do que as outras equipes possuem e poderia receber uma melhoria!
</gender>
<gender^Part=M>
No que diz respeito ao carro, nós realmente precisamos de alguma atenção para o {CurrentWeakestPart} - está bem atrás do que as outras equipes possuem e poderia receber uma melhoria!
</gender>
<gender^Part=FP>
No que diz respeito ao carro, nós realmente precisamos de alguma atenção para as {CurrentWeakestPart} - estão bem atrás do que as outras equipes possuem e poderiam receber uma melhoria!
</gender>
<gender^Part=MP>
No que diz respeito ao carro, nós realmente precisamos de alguma atenção para os {CurrentWeakestPart} - estão bem atrás do que as outras equipes possuem e poderiam receber uma melhoria!
</gender>
<gender^Part=N>
No que diz respeito ao carro, nós realmente precisamos de alguma atenção para {CurrentWeakestPart} - está bem atrás do que as outras equipes possuem e poderia receber uma melhoria!
</gender>
","<gender^CurrentWeakestPart=M>
Wat de wagen betreft moeten we absoluut iets doen aan onze <lowercase>{CurrentWeakestPart}</lowercase>. We lopen achter op de concurrentie en kunnen wel een upgrade gebruiken!
</gender>
<gender^CurrentWeakestPart=MP>
Wat de wagen betreft moeten we absoluut iets doen aan onze <lowercase>{CurrentWeakestPart}</lowercase>. We lopen achter op de concurrentie en kunnen wel een upgrade gebruiken!
</gender>
<gender^CurrentWeakestPart=N>
Wat de wagen betreft moeten we absoluut iets doen aan ons <lowercase>{CurrentWeakestPart}</lowercase>. We lopen achter op de concurrentie en kunnen wel een upgrade gebruiken!
</gender>","<gender^CurrentWeakestPart=M>
Az autó frontján egyértelműen hasznos lenne, ha dolgoznánk ezen: {CurrentWeakestPart} – itt lemaradásban vagyunk a versenytársakhoz képest, és jó hasznát látnánk egy fejlesztésnek!
</gender>
<gender^CurrentWeakestPart=MP>
Az autó frontján egyértelműen hasznos lenne, ha dolgoznánk ezen: {CurrentWeakestPart} – itt lemaradásban vagyunk a versenytársakhoz képest, és jó hasznát látnánk egy fejlesztésnek!
</gender>","<gender^CurrentWeakestPart=M>
Jeśli chodzi o samochód, na pewno przydałoby się trochę popracować nad częścią {CurrentWeakestPart} – jest gorszy niż u konkurencji i powinniśmy go ulepszyć!
</gender>
<gender^CurrentWeakestPart=FP>
Jeśli chodzi o samochód, na pewno przydałoby się trochę popracować nad częścią {CurrentWeakestPart} – są gorsze niż u konkurencji i powinniśmy je ulepszyć!
</gender>
<gender^CurrentWeakestPart=N>
Jeśli chodzi o samochód, na pewno przydałoby się trochę popracować nad częścią {CurrentWeakestPart} – jest gorsze niż u konkurencji i powinniśmy je ulepszyć!
</gender>
<gender^CurrentWeakestPart=F>
Jeśli chodzi o samochód, na pewno przydałoby się trochę popracować nad częścią {CurrentWeakestPart} – jest gorsza niż u konkurencji i powinniśmy ją ulepszyć!
</gender>","<gender^CurrentWeakestPart=M>
Надо бы поработать над болидом. {CurrentWeakestPart} не соответствует уровню этих соревнований, пора подумать об улучшении!
</gender>
<gender^CurrentWeakestPart=MP>
Надо бы поработать над болидом. {CurrentWeakestPart} не соответствуют уровню этих соревнований, пора подумать об улучшении!
</gender>

<gender^CurrentWeakestPart=F>
Надо бы поработать над болидом. {CurrentWeakestPart} не соответствуeт уровню этих соревнований, пора подумать об улучшении!
</gender>​​​​​​​

<gender^CurrentWeakestPart=N>
Надо бы поработать над болидом. {CurrentWeakestPart} не соответствует уровню этих соревнований, пора подумать об улучшении!
</gender>​​​​​​​"
"New Game Intro","WelcomeFromEngineer","Type = Body5;","Engineer","Anyway, I look forward to working with you!","PSG_10000743","Type = Body6;","AddLineBreaks = 2","","","","En tout cas, j'ai hâte de travailler avec vous !","Comunque non vedo l'ora di lavorare con te!","Wie dem auch sei, ich freue mich auf die Zusammenarbeit!","¡En cualquier caso, estoy deseando trabajar contigo!","De qualquer forma, estamos ansiosos para trabalhar com você!","Ik zie in ieder geval uit naar een prettige samenwerking!","De mindegy, alig várom már, hogy veled dolgozzam!","Tak czy owak, nie mogę doczekać się naszej współpracy!","В любом случае, жду с нетерпением начала нашей совместной работы!"
"New Game Intro","WelcomeFromEngineer","Type = Body6;","Engineer","{PlayerEngineer:FirstName}","PSG_10000744","","","","","","{PlayerEngineer:FirstName}","{PlayerEngineer:FirstName}","{PlayerEngineer:FirstName}","{PlayerEngineer:FirstName}","{PlayerEngineer:FirstName}","{PlayerEngineer:FirstName}","{PlayerEngineer:FirstName}","{PlayerEngineer:FirstName}","{PlayerEngineer:FirstName}"
"DriverEmails","ChallengeStarts","","Assistant","Hi {Player:FirstName}! I'll be here to keep you up to date with all of the news and issues around the team. Good luck!","PSG_10000185","","","","","","Bonjour, {Player:FirstName} ! Je suis là pour vous tenir au courant de l'actualité et des problèmes de l'écurie. Bonne chance !","Ciao, {Player:FirstName}! Ti aggiornerò su tutte le novità e i problemi che riguardano la scuderia. Buona fortuna!","Hallo, {Player:FirstName}! Ich werde Sie in Bezug auf Neuigkeiten und Probleme seitens des Teams auf dem Laufenden halten. Viel Glück!","¡Hola, {Player:FirstName}! Estoy aquí para informarte de todas las noticias y problemas del equipo. ¡Buena suerte!","Olá, {Player:FirstName}! Estarei aqui para te atualizar quanto a todas as novidades e problemas relacionados à equipe. Boa sorte!","Hallo, {Player:FirstName}! Ik ben hier om je op de hoogte te houden over het reilen en zeilen van het team. Veel succes!","Helló, {Player:FirstName}! Én itt leszek, hogy naprakészen tájékoztassalak a csapattal kapcsolatos problémákról. Sok szerencsét!","Cześć, {Player:FirstName}! Będę informować cię na bieżąco o wszystkich sprawach dotyczących zespołu. Powodzenia!","Здравствуйте, {Player:FirstName}! Я буду держать вас в курсе обо всех новостях и проблемах в команде. Удачи!"
"DriverEmails","StandingsPrompt","","Assistant","Taking a look at the standings will help you keep an eye on who we need to beat on the racetrack.","PSG_10000188","","","","","","Consultez le classement pour suivre la progression des rivaux que nous devons battre sur le circuit.","Osservare le classifiche ti aiuterà a tenere d'occhio gli avversari da battere sul tracciato.","Behalten Sie die Platzierungen im Auge, dann wissen Sie immer, wen wir auf der Rennstrecke schlagen müssen.","Basta con mirar las clasificaciones para ver a quién debemos ganar en los circuitos.","Dar uma olhada nas posições ajudará você a ficar de olho em quem precisamos vencer na pista.","Als je naar het klassement kijkt, kun je zien wie we moeten verslaan op het circuit.","Ha vet egy pillantást az ember a versenyállásra, az segít szemmel tartani, hogy kit kell legyőzni a versenypályán. ","Przyglądając się rankingom, zorientujesz się, z kim musimy wygrać na torze.","В турнирной таблице вы увидите, кого нам надо победить на трассе."
"DriverEmails","ChampionshipWinPossible","","AnyDriver","If we get things right this weekend, I can win the Driver's Championship. You have no idea how much that would mean to me, boss!","PSG_10000189","","","","","","Si tout se passe bien ce week-end, je finirai en tête du classement pilotes. Vous n'imaginez pas ce que ça représenterait pour moi !","Se questo weekend le cose andranno nel modo giusto, vincerò il Campionato piloti. Capo, è davvero importante per me!","Wenn wir dieses Wochenende alles richtig hinbekommen, kann ich die Fahrermeisterschaft gewinnen. Sie wissen ja gar nicht, wie viel mir das bedeutet!","Si hacemos las cosas bien este fin de semana, puedo ganar el campeonato de pilotos. ¡No tienes ni idea de lo mucho que eso significaría para mí!","Se trabalharmos direito neste fim de semana, eu posso vencer o Campeonato de Pilotos. Você não faz ideia do quanto significa pra mim, chefe!","Als we het dit weekend goed doen, kan ik het Drivers' Championship winnen. Je hebt geen idee hoeveel dat voor me zou betekenen, baas!","Ha ezen a hétvégén rendben mennek a dolgok, megnyerhetem az Egyéni világbajnokságot. Fogalmad sincs, hogy ez mennyit jelentene nekem, főnök!","Jeśli w ten weekend wszystko pójdzie dobrze, zdobędę mistrzostwo świata kierowców! Nie masz pojęcia, ile to dla mnie znaczy!","Если в этот уикенд все пройдет хорошо, я могу выиграть чемпионат пилотов. Вы даже не представляете, что это для меня значит, босс!"
"DriverEmails","DisgruntledSecondDriver","","AnyDriver","Hi boss. I know you're probably going to be focusing on {OtherPlayerDriver:Name}'s title bid, but I can still help us win the Team's Championship. Don't forget about me!","PSG_10000192","","","","","","Salut. J'imagine que vous allez vous concentrer sur {OtherPlayerDriver:Name} pour lui permettre de remporter le titre, mais ne m'oubliez pas pour autant. Je peux toujours nous aider à dominer le classement écuries.","Ehi, capo. So che gli sforzi saranno indirizzati a far vincere il titolo a {OtherPlayerDriver:Name}, ma posso comunque essere utile per il Campionato costruttori. Non dimenticarti di me!","Hallo. Ich weiß, dass Sie sich wahrscheinlich auf den Titelgewinn von {OtherPlayerDriver:Name} konzentrieren werden, aber ich kann uns auf jeden Fall bei der Teammeisterschaft unterstützen. Vergessen Sie mich nicht!","¡Hola! Sé que probablemente te centres en la lucha de {OtherPlayerDriver:Name} por el título, pero yo todavía puedo ayudar a ganar el campeonato por equipos. ¡No te olvides de mí!","Oi, chefe. Eu sei que você provavelmente vai se focar na disputa de {OtherPlayerDriver:Name} pelo título, mas eu ainda consigo nos ajudar a vencer o Campeonato de Equipes. Não se esqueça de mim!","Hallo, baas. Ik weet dat je je waarschijnlijk gaat richten op de gooi die {OtherPlayerDriver:Name} naar de titel gaat doen, maar ik kan nog steeds helpen om het Teams' Championship te winnen. Vergeet me niet!","Helló, főnök! Tudom, hogy valószínűleg {OtherPlayerDriver:Name} címének összehozására összpontosítasz, de én is segíthetek megnyerni a Csapat világbajnokságot. Ne feledkezz meg rólam!","Cześć! Pewnie skupiasz się na tym, że {OtherPlayerDriver:Name} ma szansę na wygraną, ja jednak wciąż mogę pomóc w zdobyciu mistrzostwa drużynowego. Pamiętaj o mnie!","Босс, привет. Я знаю, что сейчас для вас главная ставка -{OtherPlayerDriver:Name} и его титул, но я еще могу помочь нам выиграть чемпионат команд. Не забывайте обо мне!"
"DriverEmails","DriverAnnoyedAtFactoryDistribution","","AnyDriver","Boss, the guys in the factory seem to be mostly working on {OtherPlayerDriver:Name}'s car? That's not cool. We're equal status drivers.","PSG_10000191","","","","","","C'est une impression ou l'usine travaille principalement sur la voiture de {OtherPlayerDriver:Name} ? Pas très sympa, tout ça. On est des pilotes de même statut.","Capo, i ragazzi dello stabilimento lavorano soprattutto sulla monoposto di {OtherPlayerDriver:Name}. Non va bene, noi due siamo piloti alla pari.","Im Werk wird wohl hauptsächlich am Wagen von {OtherPlayerDriver:Name} gearbeitet, hab ich gehört? Das finde ich nicht gut. Wir haben denselben Status!","Parece que los chicos de la fábrica se dedican casi siempre al coche de {OtherPlayerDriver:Name}. No me gusta nada. Nuestro estatus como pilotos es similar.","Chefe, o pessoal na fábrica está trabalhando mais no carro de {OtherPlayerDriver:Name}? Isso não é legal. Somos pilotos de status igual.","Baas, de mannen in de fabriek lijken vooral aan de wagen van {OtherPlayerDriver:Name} te werken? Daar ben ik niet blij mee. We hebben een gelijke coureursstatus.","Főnök, úgy tűnik, mintha a srácok az üzemben főleg {OtherPlayerDriver:Name} kocsiján dolgoznának. Ez így nem pöpec. Egyenrangú versenyzők vagyunk. ","Chłopaki w fabryce zajmują się głównie bolidem, którego właścicielem jest {OtherPlayerDriver:Name}, prawda? Nie podoba mi się to. Prezentujemy przecież ten sam poziom.","Босс, я вижу, что ребята в мастерской больше работают над болидом другого пилота. Так нельзя. В команде я такой же пилот, как и {OtherPlayerDriver:Name}."
"Notifications","PoliticsVoteStarted","Type = Header","Assistant","New Vote Started","PSG_10002555","Type = Body0;","MailGroup = Politics","","","","Lancement d'un nouveau vote","Nuova votazione iniziata","Neue Abstimmung eingeleitet","Nueva votación","Iniciou nova votação","Nieuwe stemronde gestart","Új szavazás indult","Rozpoczęło się nowe głosowanie","Начато новое голосование"
"Notifications","PoliticsVoteStarted","Type = Body0;","Assistant","Hi boss,","PSG_10002503","Type = Body1;","AddLineBreaks = 2","","","","Salut,","Ciao capo,","Hallo,","Hola.","Oi, chefe,","Hallo baas,","Helló, főnök!","Cześć, szefie,","Здравствуйте, босс."
"Notifications","PoliticsVoteStarted","Type = Body1;","Assistant","A new vote has begun over at the Global Motorsport Association. This time around, it's about:","PSG_10002504","Type = Body2;","AddLineBreaks = 2","","","","Un nouveau vote a lieu à la Global Motorsport Association. Cette fois, le vote concerne :","È iniziata una nuova votazione alla Global Motorsport Association. Stavolta il tema è:","Bei der Global Motorsport Association gibt es eine neue Abstimmung. Dieses Mal geht es um:","Hay una nueva votación en la Global Motorsport Association. Esta vez, es sobre:","Começou uma nova votação na Global Motorsport Association. Dessa vez, é sobre:","Er is een nieuwe stemronde begonnen bij de Global Motorsport Association. Deze keer gaat het over:","Új szavazás kezdődött a Global Motorsport Associationben. Ezúttal a téma: ","Rozpoczęło się nowe głosowanie w Global Motorsport Association. Temat dzisiejszego losowania to:","В Международной Ассоциации автоспорта началось новое голосование. На этот раз тема голосования следующая:"
"Notifications","PoliticsVoteStarted","Type = Body2;","Assistant","{VoteTopic}","PSG_10002505","Type = Body3;","AddLineBreaks = 2","","","","{VoteTopic}","{VoteTopic}","{VoteTopic}","{VoteTopic}","{VoteTopic}","{VoteTopic}","{VoteTopic}","{VoteTopic}","{VoteTopic}"
"Notifications","PoliticsVoteStarted","Type = Body3;","Assistant","Click on the button below to start the vote!","PSG_10002506","","MailButton = Politics","","","","Cliquez sur le bouton ci-dessous pour commencer le vote !","Vai subito alla schermata Politica se vuoi dire la tua.","Klicken Sie einfach auf das Feld unten, um mit der Abstimmung zu beginnen!","¡Haz clic en el botón de abajo para comenzar la votación!","Clique no botão abaixo para começar a votação!","Klik op de knop hieronder om de stemronde te beginnen!","Kattints a lenti gombra, hogy megkezdd a szavazást!","Kliknij przycisk poniżej, by rozpocząć głosowanie!","Чтобы начать голосование, нажмите на кнопку внизу!"
"Notifications","PoliticsVoteButton","","Assistant","Vote Attended","PSG_10004853","","","","","","A voté","Partecipato alla votazione","An Abstimmung teilgenommen","Votación realizada","Participação na votação","Stemronde bijgewoond","A szavazás lezajlott","Głos oddany","Вы присутствовали на голосовании"
"Notifications","PoliticsVoteFinished","Type = Header; VoteResult = Accepted;","IMAPresident","Voting Over: {VoteTopic} Wins","PSG_10002508","Type = Body0;","MailGroup = Politics","","","","Vote terminé : {VoteTopic} l'emporte","Votazione terminata: vittoria per ""{VoteTopic}""","Abstimmung beendet: „{VoteTopic}“ angenommen","Votación terminada: {VoteTopic} (aprobada)","Votação finalizada. Vitória de: {VoteTopic}","Stemronde voorbij: '{VoteTopic}' wint","A szavazásnak vége: {VoteTopic} nyert","Głosowanie zakończone. Zwycięża postulat: {VoteTopic}","Голосование окончено. Победившее решение: {VoteTopic}"
"Notifications","PoliticsVoteFinished","Type = Header; VoteResult = Rejected;","IMAPresident","Voting Over: {VoteTopic} rejected","PSG_10004003","Type = Body0;","MailGroup = Politics","","","","Vote terminé : {VoteTopic} rejeté","Votazione terminata: insuccesso per ""{VoteTopic}""","Abstimmung beendet: „{VoteTopic}“ abgelehnt","Votación terminada: {VoteTopic} (rechazada)","Votação finalizada. Derrota de: {VoteTopic}","Stemronde voorbij: '{VoteTopic}' afgewezen","A szavazásnak vége: {VoteTopic} elutasítva","Głosowanie nad: {VoteTopic} – odrzucono","Голосование по теме ""{VoteTopic}"" окончено. Решение отрицательное."
"Notifications","PoliticsVoteFinished","Type = Body0;VoteResult = Accepted;","IMAPresident","The vote on {VoteTopic} has ended. The rule change was <b>approved</b>, and will be implemented for the {NextYear} season.","PSG_10002548","Type = Body1;","AddLineBreaks = 2","","","The vote on {VoteTopic} has ended. The winning vote was: ","{VoteTopic} : Le vote est terminé. Le changement de règle a été <b>approuvé</b> et sera intégré à la saison {NextYear}.","{VoteTopic}: la votazione è terminata. Il cambio della regola è stato <b>approvato</b> e sarà applicato nella stagione {NextYear}.","Die Abstimmung zum Thema {VoteTopic} ist abgeschlossen. Die Regeländerung wurde <b>angenommen</b> und wird ab Saison {NextYear} gültig.","La siguiente votación ha terminado: {VoteTopic}. El cambio de normativa ha sido <b>aprobado</b> y se hará efectivo a partir de la temporada {NextYear}.","A votação sobre a proposta de {VoteTopic} terminou. A mudança de regra foi <b>aprovada</b> e será implementada na temporada de {NextYear}.","De stemronde over {VoteTopic} is geëindigd. De regelwijziging is <b>goedgekeurd</b> en wordt in seizoen {NextYear} geïmplementeerd.","A(z) {VoteTopic} kapcsán tartott szavazásnak vége. A szabályváltozást <b>jóváhagyták</b>, és a {NextYear}. évi idényben bevezetik.","{VoteTopic} – głosowanie zakończone. Zmiana przepisów została <b>zatwierdzona</b> i wejdzie w życie w sezonie {NextYear}.","{VoteTopic} - голосование по вопросу окончено. Изменения <b>приняты</b> и будут внесены в правила сезона {NextYear} г."
"Notifications","PoliticsVoteFinished","Type = Body0;VoteResult = Rejected;","IMAPresident","The vote on {VoteTopic} has ended. The vote was rejected, which means that {VoteTopic} will <b>not</b> be implemented in the {NextYear} season.

Thanks,","PSG_10004004","Type = Body1;","AddLineBreaks = 2","","","","{VoteTopic} : Le vote est terminé. La proposition a été rejetée, ce qui signifie qu'elle ne sera <b>pas</b> introduite à la saison {NextYear}.","<gender^VoteTopic=F>
Il voto per ""{VoteTopic}"" è finito. Il voto è stato respinto, il che significa che ""{VoteTopic}"" <b>non</b> sarà inclusa nella stagione {NextYear}.

Grazie,
</gender>
<gender^VoteTopic=M>
Il voto per ""{VoteTopic}"" è finito. Il voto è stato respinto, il che significa che ""{VoteTopic}"" <b>non</b> sarà incluso nella stagione {NextYear}.

Grazie,
</gender>
<gender^VoteTopic=FP>
Il voto per ""{VoteTopic}"" è finito. Il voto è stato respinto, il che significa che ""{VoteTopic}"" <b>non</b> saranno incluse nella stagione {NextYear}.

Grazie,
</gender>
<gender^VoteTopic=MP>
Il voto per ""{VoteTopic}"" è finito. Il voto è stato respinto, il che significa che ""{VoteTopic}"" <b>non</b> saranno inclusi nella stagione {NextYear}.

Grazie,
</gender>","

<gender^VoteTopic=F>
Die Abstimmung über die „{VoteTopic}“ ist beendet. Diese Regel wurde abgelehnt, wird also in der Saison {NextYear} <b>nicht</b> eingeführt.

Vielen Dank,
</gender>
<gender^VoteTopic=M>
Die Abstimmung über den „{VoteTopic}“ ist beendet. Diese Regel wurde abgelehnt, wird also in der Saison {NextYear} <b>nicht</b> eingeführt.

Vielen Dank,
</gender>
<gender^VoteTopic=MP>
Die Abstimmung über „{VoteTopic}“ ist beendet. Diese Regel wurde abgelehnt, wird also in der Saison {NextYear} <b>nicht</b> eingeführt.

Vielen Dank,
</gender>
<gender^VoteTopic=N>
Die Abstimmung über das „{VoteTopic}“ ist beendet. Diese Regel wurde abgelehnt, wird also in der Saison {NextYear} <b>nicht</b> eingeführt.

Vielen Dank,
</gender>","{VoteTopic}. Ha terminado la votación. La propuesta ha sido rechazada, lo que significa que <b>no</b> se implementará durante la temporada {NextYear}.","A votação sobre a proposta de {VoteTopic} terminou. O tópico da votação foi rejeitado, o que significa que a proposta de {VoteTopic} <b>não</b> será implementada na temporada de {NextYear}.","De stemronde over '{VoteTopic}' is geëindigd. De stemronde is afgewezen. Dat betekent dat '{VoteTopic}' <b>niet</b> wordt geïmplementeerd in het seizoen van {NextYear}.

Bedankt,","A(z) {VoteTopic} témában a szavazás befejeződött. A javaslatot elvetették, ami azt jelenti, hogy a(z) {VoteTopic} <b>nem</b> kerül végrehajtásra a(z) {NextYear}. évi idényben.

Kösz,","Zakończyło się głosowanie na temat: {VoteTopic}
Wniosek został odrzucony. Projekt <b>nie</b> zostanie wdrożony w sezonie {NextYear}.

Dzięki,","Голосование по теме ""{VoteTopic}"" окончено. Результат голосования по теме ""{VoteTopic}"" отрицательный, в сезоне {NextYear} г. этого <b>не</b> будет.

Всем спасибо,"
"Notifications","PoliticsVoteFinished","Type = Body1; PoliticsEndOfSeasonMessage = False;","IMAPresident","There will now be a political recess until the next vote starts in {NextVoteStartDays} days.","PSG_10002511","Type = Body2;","AddLineBreaks = 2","","","","Toute activité sera suspendue jusqu'au prochain vote dans {NextVoteStartDays} jours.","Ci sarà una pausa prima della prossima votazione, prevista fra {NextVoteStartDays} giorni.","Bis zum Beginn der Abstimmung in {NextVoteStartDays} Tagen herrscht nun eine Politikpause.","No se volverán a tratar temas políticos hasta que comience la próxima votación, dentro de {NextVoteStartDays} días.","Agora haverá um recesso político até a próxima votação começar em {NextVoteStartDays} dias.","Er volgt nu een politiek reces tot de volgende stemronde over {NextVoteStartDays} dagen.","Most szünet következik a politikában, egészen a következő szavazásig, ami {NextVoteStartDays} nap múlva indul","Rozpocznie się teraz polityczna przerwa trwająca do następnego głosowania, które odbędzie się za {NextVoteStartDays} dni.","Теперь в заседаниях объявляется перерыв. Оставшиеся дни до следующего голосования: {NextVoteStartDays} ."
"Notifications","PoliticsVoteFinished","Type = Body2;","IMAPresident","{Sender:FirstName}","PSG_10004005","","MailButton = RulesScreen","","","","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}"
"Notifications","PoliticsVoteFinished","Type = Body1; PoliticsEndOfSeasonMessage = True;","IMAPresident","{Sender:FirstName}","PSG_10010835","","MailButton = RulesScreen","","","","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}","{Sender:FirstName}"
